ID,Group,SPAD,Dead,date,Info,
1,A,35.2,F,25.06.21,,F
2,A,23.9,F,25.06.21,,F
3,A,33.3,F,25.06.21,,F
4,A,35.2,F,25.06.21,,F
5,A,32.6,F,25.06.21,,F
6,A,19.3,F,25.06.21,,F
7,A,29.7,F,25.06.21,,F
8,A,28.4,F,25.06.21,,F
9,A,32,F,25.06.21,,F
10,A,37,F,25.06.21,,F
11,A,38.4,F,25.06.21,,F
12,A,32.8,F,25.06.21,,F
13,A,31.4,F,25.06.21,,F
14,A,39.1,F,25.06.21,,F
15,B,NA,T,25.06.21,,T
16,B,NA,T,25.06.21,,T
17,B,32,F,25.06.21,,F
18,B,30.8,F,25.06.21,,F
19,B,34.5,F,25.06.21,,F
20,B,14.1,F,25.06.21,,F
21,B,37.4,F,25.06.21,,F
22,B,18.5,F,25.06.21,,T
23,B,28.9,F,25.06.21,,F
24,B,32.1,F,25.06.21,,F
25,B,28.2,F,25.06.21,,F
26,B,27.3,F,25.06.21,,F
27,B,NA,F,25.06.21,,T
28,B,31.2,F,25.06.21,,F
29,C,NA,F,25.06.21,,F
30,C,29.3,F,25.06.21,,F
31,C,35,F,25.06.21,,F
32,C,28.3,F,25.06.21,,F
33,C,29.4,F,25.06.21,,F
34,C,32.3,F,25.06.21,,F
35,C,31.3,F,25.06.21,,F
36,C,NA,T,25.06.21,,T
37,C,33.1,F,25.06.21,,F
38,C,NA,T,25.06.21,,T
39,C,NA,T,25.06.21,,T
40,C,NA,T,25.06.21,,F
41,C,NA,T,25.06.21,,T
42,C,NA,T,25.06.21,,T
43,D,36.1,F,25.06.21,,F
44,D,NA,T,25.06.21,,T
45,D,40.9,F,25.06.21,,F
46,D,37.4,F,25.06.21,,F
47,D,34.6,F,25.06.21,,F
48,D,33.4,F,25.06.21,,F
49,D,35.7,F,25.06.21,,F
50,D,40.4,F,25.06.21,,F
51,D,26.2,F,25.06.21,,F
52,D,35.4,F,25.06.21,,F
53,D,NA,T,25.06.21,,T
54,D,42.3,F,25.06.21,,F
55,D,34.6,F,25.06.21,,F
56,D,38.6,F,25.06.21,,F
57,E,35.7,F,25.06.21,,F
58,E,22.6,F,25.06.21,,F
59,E,28.8,F,25.06.21,,F
60,E,24.4,F,25.06.21,,F
61,E,39.3,F,25.06.21,,F
62,E,22.6,F,25.06.21,,T
63,E,30.1,F,25.06.21,,F
64,E,40.5,F,25.06.21,,T
65,E,32,F,25.06.21,,F
66,E,36.4,F,25.06.21,,F
67,E,37.4,F,25.06.21,,F
68,E,32.5,F,25.06.21,,F
69,E,31.8,F,25.06.21,,F
70,E,30.9,F,25.06.21,,F
71,F,29,F,25.06.21,,F
72,F,33.5,F,25.06.21,,F
73,F,33,F,25.06.21,,F
74,F,38.6,F,25.06.21,,F
75,F,34.3,F,25.06.21,,F
76,F,31.3,F,25.06.21,,F
77,F,33.9,F,25.06.21,,F
78,F,30.8,F,25.06.21,,F
79,F,29.5,F,25.06.21,,F
80,F,30.1,F,25.06.21,,F
81,F,20.1,F,25.06.21,,F
82,F,23.4,F,25.06.21,,F
83,F,31.2,F,25.06.21,,F
84,F,27.6,F,25.06.21,,F
85,G,28.2,F,25.06.21,,F
86,G,21.7,F,25.06.21,,F
87,G,31.9,F,25.06.21,,F
88,G,27.6,F,25.06.21,,F
89,G,36.1,F,25.06.21,,F
90,G,39.2,F,25.06.21,,F
91,G,29.1,F,25.06.21,,F
92,G,35.8,F,25.06.21,,F
93,G,33.1,F,25.06.21,,F
94,G,28.8,F,25.06.21,,F
95,G,33.1,F,25.06.21,,F
96,G,36.5,F,25.06.21,,F
97,G,29.3,F,25.06.21,,F
98,G,34.2,F,25.06.21,,F
99,H,NA,T,25.06.21,,T
100,H,28.9,F,25.06.21,,F
101,H,36.6,F,25.06.21,,F
102,H,29.5,F,25.06.21,,F
103,H,28.3,F,25.06.21,,F
104,H,28.3,F,25.06.21,,F
105,H,25.3,F,25.06.21,,F
106,H,NA,T,25.06.21,,F
107,H,29.8,F,25.06.21,,F
108,H,24.8,F,25.06.21,,F
109,H,33.3,F,25.06.21,,F
110,H,29.4,F,25.06.21,,F
111,H,31.9,F,25.06.21,,F
112,H,42.3,F,25.06.21,,F
113,I,23.8,F,25.06.21,,F
114,I,22.4,F,25.06.21,,F
115,I,25.5,F,25.06.21,,F
116,I,27.4,F,25.06.21,,F
117,I,23.8,F,25.06.21,,F
118,I,28.1,F,25.06.21,,F
119,I,28.9,F,25.06.21,,F
120,I,20,F,25.06.21,,F
121,I,28.9,F,25.06.21,,F
122,I,28.1,F,25.06.21,,F
123,I,27.1,F,25.06.21,,F
124,I,29.8,F,25.06.21,,F
125,I,27.6,F,25.06.21,,F
126,I,27,F,25.06.21,,F
127,J,24.1,F,25.06.21,,F
128,J,36.8,F,25.06.21,,F
129,J,40.2,F,25.06.21,,F
130,J,31.6,F,25.06.21,,F
131,J,33.1,F,25.06.21,,F
132,J,33.2,F,25.06.21,,F
133,J,31.4,F,25.06.21,,F
134,J,29.5,F,25.06.21,,F
135,J,33.9,F,25.06.21,,F
136,J,25.5,F,25.06.21,,F
137,J,31.9,F,25.06.21,,F
138,J,29.3,F,25.06.21,,F
139,J,37.8,F,25.06.21,,F
140,J,34.4,F,25.06.21,,F
141,K,27.7,F,25.06.21,,F
142,K,37.7,F,25.06.21,,F
143,K,33.2,F,25.06.21,,F
144,K,33.5,F,25.06.21,,F
145,K,30.8,F,25.06.21,,F
146,K,39.1,F,25.06.21,,F
147,K,29.6,F,25.06.21,,F
148,K,NA,F,25.06.21,,F
149,K,39.5,F,25.06.21,,F
150,K,35,F,25.06.21,,F
151,K,33.2,F,25.06.21,,F
152,K,30.9,F,25.06.21,,F
153,K,26.2,F,25.06.21,,F
154,K,30,F,25.06.21,,F
155,L,32.7,F,25.06.21,,F
156,L,32.9,F,25.06.21,,T
157,L,20.8,F,25.06.21,,F
158,L,28,F,25.06.21,,F
159,L,32.7,F,25.06.21,,F
160,L,18.7,F,25.06.21,,F
161,L,28,F,25.06.21,,F
162,L,32.9,F,25.06.21,,F
163,L,29.8,F,25.06.21,,F
164,L,33.6,F,25.06.21,,F
165,L,35.1,F,25.06.21,,F
166,L,39.5,F,25.06.21,,F
167,L,25.6,F,25.06.21,,F
168,L,35.9,F,25.06.21,,F
169,M,26.3,F,25.06.21,,F
170,M,22.7,F,25.06.21,,F
171,M,30.8,F,25.06.21,,F
172,M,36.4,F,25.06.21,,F
173,M,33,F,25.06.21,,F
174,M,33.3,F,25.06.21,,F
175,M,27.3,F,25.06.21,,F
176,M,28.8,F,25.06.21,,F
177,M,35.1,F,25.06.21,,F
178,M,33.4,F,25.06.21,,F
179,M,27.7,F,25.06.21,,F
180,M,24.5,F,25.06.21,,F
181,M,35.4,F,25.06.21,,F
182,M,26.4,F,25.06.21,,F
183,N,36.3,F,25.06.21,,F
184,N,NA,T,25.06.21,,T
185,N,27.3,F,25.06.21,,F
186,N,32.3,F,25.06.21,,F
187,N,26.6,F,25.06.21,,F
188,N,35.3,F,25.06.21,,F
189,N,26.9,F,25.06.21,,F
190,N,28.3,F,25.06.21,,F
191,N,NA,T,25.06.21,,T
192,N,23,F,25.06.21,,F
193,N,33.6,F,25.06.21,,F
194,N,35.1,F,25.06.21,,F
195,N,33.4,F,25.06.21,,F
196,N,26.3,F,25.06.21,,F
197,O,35.3,F,25.06.21,,F
198,O,25.8,F,25.06.21,,F
199,O,29.6,F,25.06.21,,F
200,O,34.4,F,25.06.21,,F
201,O,NA,T,25.06.21,,T
202,O,NA,T,25.06.21,,T
203,O,26,F,25.06.21,,F
204,O,33.9,F,25.06.21,,F
205,O,NA,T,25.06.21,,T
206,O,28.4,F,25.06.21,,F
207,O,30.7,F,25.06.21,,F
208,O,29.9,F,25.06.21,,F
209,O,31.1,F,25.06.21,,F
210,O,NA,T,25.06.21,,T
211,P,25.5,F,25.06.21,,F
212,P,29.4,F,25.06.21,,F
213,P,22.5,F,25.06.21,,F
214,P,36.4,F,25.06.21,,F
215,P,29.9,F,25.06.21,,F
216,P,30.6,F,25.06.21,,F
217,P,36.4,F,25.06.21,,F
218,P,33.7,F,25.06.21,,F
219,P,31.5,F,25.06.21,,F
220,P,34.4,F,25.06.21,,F
221,P,NA,T,25.06.21,,T
222,P,NA,T,25.06.21,,T
223,P,37.9,F,25.06.21,,F
224,P,32.5,F,25.06.21,,F
1,A,35,F,23.07.21,,
2,A,24.8,F,23.07.21,,
3,A,31.1,F,23.07.21,,
4,A,36.2,F,23.07.21,,
5,A,32.5,F,23.07.21,,
6,A,25.7,F,23.07.21,,
7,A,25.6,F,23.07.21,,
8,A,26.6,F,23.07.21,,
9,A,33.2,F,23.07.21,,
10,A,39.9,F,23.07.21,,
11,A,35.8,F,23.07.21,,
12,A,32.9,F,23.07.21,,
13,A,31.7,F,23.07.21,,
14,A,36.9,F,23.07.21,,
15,B,NA,T,23.07.21,,
16,B,NA,T,23.07.21,,
17,B,33.4,F,23.07.21,,
18,B,28.4,F,23.07.21,,
19,B,34.8,F,23.07.21,,
20,B,21.1,F,23.07.21,,
21,B,33.3,F,23.07.21,,
22,B,16.8,F,23.07.21,,
23,B,32.9,F,23.07.21,,
24,B,34.1,F,23.07.21,,
25,B,26.4,F,23.07.21,,
26,B,34.2,F,23.07.21,,
27,B,NA,T,23.07.21,,
28,B,29.8,F,23.07.21,,
29,C,26.1,F,23.07.21,,
30,C,26.8,F,23.07.21,,
31,C,32.6,F,23.07.21,,
32,C,28,F,23.07.21,,
33,C,27.9,F,23.07.21,,
34,C,33.6,F,23.07.21,,
35,C,28.9,F,23.07.21,,
36,C,NA,T,23.07.21,,
37,C,33.1,F,23.07.21,,
38,C,NA,T,23.07.21,,
39,C,NA,T,23.07.21,,
40,C,29.4,F,23.07.21,,
41,C,NA,T,23.07.21,,
42,C,NA,T,23.07.21,,
43,D,32.1,F,23.07.21,,
44,D,NA,T,23.07.21,,
45,D,36.6,F,23.07.21,,
46,D,34.1,F,23.07.21,,
47,D,33.7,F,23.07.21,,
48,D,31.2,F,23.07.21,,
49,D,31.9,F,23.07.21,,
50,D,32.4,F,23.07.21,,
51,D,24.8,F,23.07.21,,
52,D,32.9,F,23.07.21,,
53,D,NA,T,23.07.21,,
54,D,37.4,F,23.07.21,,
55,D,29.2,F,23.07.21,,
56,D,36.6,F,23.07.21,,
57,E,40.2,F,23.07.21,,
58,E,30.1,F,23.07.21,,
59,E,33.3,F,23.07.21,,
60,E,35.5,F,23.07.21,,
61,E,40.8,F,23.07.21,,
62,E,23.2,F,23.07.21,,
63,E,33.9,F,23.07.21,,
64,E,34.5,F,23.07.21,,
65,E,32.3,F,23.07.21,,
66,E,40.6,F,23.07.21,,
67,E,43.4,F,23.07.21,,
68,E,32.4,F,23.07.21,,
69,E,38.2,F,23.07.21,,
70,E,36.9,F,23.07.21,,
71,F,25.9,F,23.07.21,,
72,F,29,F,23.07.21,,
73,F,33.3,F,23.07.21,,
74,F,37.4,F,23.07.21,,
75,F,30.3,F,23.07.21,,
76,F,29.4,F,23.07.21,,
77,F,35.8,F,23.07.21,,
78,F,29.8,F,23.07.21,,
79,F,31,F,23.07.21,,
80,F,24.8,F,23.07.21,,
81,F,21.7,F,23.07.21,,
82,F,22.1,F,23.07.21,,
83,F,32.6,F,23.07.21,,
84,F,28.5,F,23.07.21,,
85,G,26.4,F,23.07.21,,
86,G,28.5,F,23.07.21,,
87,G,31,F,23.07.21,,
88,G,24.2,F,23.07.21,,
89,G,35.6,F,23.07.21,,
90,G,37.6,F,23.07.21,,
91,G,29.3,F,23.07.21,,
92,G,33.4,F,23.07.21,,
93,G,28.2,F,23.07.21,,
94,G,27.7,F,23.07.21,,
95,G,31,F,23.07.21,,
96,G,35.1,F,23.07.21,,
97,G,28.1,F,23.07.21,,
98,G,31.6,F,23.07.21,,
99,H,NA,T,23.07.21,,
100,H,32.4,F,23.07.21,,
101,H,27.7,F,23.07.21,,
102,H,35.7,F,23.07.21,,
103,H,27.9,F,23.07.21,,
104,H,25.9,F,23.07.21,,
105,H,23,F,23.07.21,,
106,H,25,F,23.07.21,,
107,H,25,F,23.07.21,,
108,H,26.3,F,23.07.21,,
109,H,29.7,F,23.07.21,,
110,H,28.4,F,23.07.21,,
111,H,34.6,F,23.07.21,,
112,H,36.8,F,23.07.21,,
113,I,31.1,F,23.07.21,,
114,I,34.6,F,23.07.21,,
115,I,25.9,F,23.07.21,,
116,I,32,F,23.07.21,,
117,I,20.2,F,23.07.21,,
118,I,30.8,F,23.07.21,,
119,I,29,F,23.07.21,,
120,I,28,F,23.07.21,,
121,I,29,F,23.07.21,,
122,I,29.5,F,23.07.21,,
123,I,24.7,F,23.07.21,,
124,I,30.9,F,23.07.21,,
125,I,30.7,F,23.07.21,,
126,I,29.9,F,23.07.21,,
127,J,28.4,F,23.07.21,,
128,J,31.8,F,23.07.21,,
129,J,36.9,F,23.07.21,,
130,J,26.7,F,23.07.21,,
131,J,32.4,F,23.07.21,,
132,J,30.5,F,23.07.21,,
133,J,29.2,F,23.07.21,,
134,J,26.1,F,23.07.21,,
135,J,29.2,F,23.07.21,,
136,J,34.7,F,23.07.21,,
137,J,26,F,23.07.21,,
138,J,25.9,F,23.07.21,,
139,J,31.6,F,23.07.21,,
140,J,29,F,23.07.21,,
141,K,32.9,F,23.07.21,,
142,K,33.4,F,23.07.21,,
143,K,33.2,F,23.07.21,,
144,K,32.7,F,23.07.21,,
145,K,32.6,F,23.07.21,,
146,K,36.2,F,23.07.21,,
147,K,29.2,F,23.07.21,,
148,K,32.2,F,23.07.21,,
149,K,36.1,F,23.07.21,,
150,K,34.2,F,23.07.21,,
151,K,32.3,F,23.07.21,,
152,K,31.3,F,23.07.21,,
153,K,32.1,F,23.07.21,,
154,K,28,F,23.07.21,,
155,L,28.8,F,23.07.21,,
156,L,30.4,F,23.07.21,,
157,L,30.8,F,23.07.21,,
158,L,26.5,F,23.07.21,,
159,L,28.5,F,23.07.21,,
160,L,21.9,F,23.07.21,,
161,L,23.8,F,23.07.21,,
162,L,33.2,F,23.07.21,,
163,L,27.1,F,23.07.21,,
164,L,26.1,F,23.07.21,,
165,L,30.8,F,23.07.21,,
166,L,36.3,F,23.07.21,,
167,L,27.1,F,23.07.21,,
168,L,35.8,F,23.07.21,,
169,M,25.9,F,23.07.21,,
170,M,20.5,F,23.07.21,,
171,M,25.2,F,23.07.21,,
172,M,30.4,F,23.07.21,,
173,M,25.2,F,23.07.21,,
174,M,33.2,F,23.07.21,,
175,M,33.4,F,23.07.21,,
176,M,28.2,F,23.07.21,,
177,M,32.6,F,23.07.21,,
178,M,28.2,F,23.07.21,,
179,M,24.3,F,23.07.21,,
180,M,25.2,F,23.07.21,,
181,M,33.3,F,23.07.21,,
182,M,25.8,F,23.07.21,,
183,N,35.8,F,23.07.21,,
184,N,NA,T,23.07.21,,
185,N,30.3,F,23.07.21,,
186,N,31.8,F,23.07.21,,
187,N,26.3,F,23.07.21,,
188,N,33.7,F,23.07.21,,
189,N,25.9,F,23.07.21,,
190,N,33.4,F,23.07.21,,
191,N,NA,T,23.07.21,,
192,N,23.9,F,23.07.21,,
193,N,28.3,F,23.07.21,,
194,N,33.7,F,23.07.21,,
195,N,31.1,F,23.07.21,,
196,N,28.1,F,23.07.21,,
197,O,34,F,23.07.21,,
198,O,26.5,F,23.07.21,,
199,O,26.8,F,23.07.21,,
200,O,30.2,F,23.07.21,,
201,O,NA,T,23.07.21,,
202,O,NA,T,23.07.21,,
203,O,23.7,F,23.07.21,,
204,O,27,F,23.07.21,,
205,O,NA,T,23.07.21,,
206,O,30.7,F,23.07.21,,
207,O,27.2,F,23.07.21,,
208,O,25,F,23.07.21,,
209,O,25.6,F,23.07.21,,
210,O,NA,T,23.07.21,,
211,P,27.3,F,23.07.21,,
212,P,29.5,F,23.07.21,,
213,P,23.6,F,23.07.21,,
214,P,35.7,F,23.07.21,,
215,P,25,F,23.07.21,,
216,P,31.3,F,23.07.21,,
217,P,35.2,F,23.07.21,,
218,P,33,F,23.07.21,,
219,P,31.7,F,23.07.21,,
220,P,35.6,F,23.07.21,,
221,P,NA,T,23.07.21,,
222,P,NA,T,23.07.21,,
223,P,34.9,F,23.07.21,,
224,P,32.6,F,23.07.21,,
1,A,33.3,F,27.08.21,,
2,A,27.5,F,27.08.21,,
3,A,30.1,F,27.08.21,,
4,A,32.3,F,27.08.21,,
5,A,33.2,F,27.08.21,,
6,A,25.5,F,27.08.21,,
7,A,28.5,F,27.08.21,,
8,A,29.5,F,27.08.21,,
9,A,34.4,F,27.08.21,,
10,A,35.4,F,27.08.21,,
11,A,32.7,F,27.08.21,,
12,A,23.4,F,27.08.21,,
13,A,32.4,F,27.08.21,,
14,A,30.4,F,27.08.21,,
15,B,NA,T,27.08.21,,
16,B,NA,T,27.08.21,,
17,B,31.9,F,27.08.21,,
18,B,30.5,F,27.08.21,,
19,B,31.5,F,27.08.21,,
20,B,27.8,F,27.08.21,,
21,B,33.5,F,27.08.21,,
22,B,NA,T,27.08.21,,
23,B,31.8,F,27.08.21,,
24,B,31.8,F,27.08.21,,
25,B,25,F,27.08.21,,
26,B,30,F,27.08.21,,
27,B,NA,T,27.08.21,,
28,B,30.5,F,27.08.21,,
29,C,29.1,F,27.08.21,,
30,C,22.1,F,27.08.21,,
31,C,32.9,F,27.08.21,,
32,C,30.1,F,27.08.21,,
33,C,22.9,F,27.08.21,,
34,C,31.4,F,27.08.21,,
35,C,28.1,F,27.08.21,,
36,C,NA,T,27.08.21,,
37,C,30.5,F,27.08.21,,
38,C,NA,T,27.08.21,,
39,C,NA,T,27.08.21,,
40,C,37.8,F,27.08.21,,
41,C,NA,T,27.08.21,,
42,C,NA,T,27.08.21,,
43,D,32.3,F,27.08.21,,
44,D,NA,T,27.08.21,,
45,D,34.1,F,27.08.21,,
46,D,31.8,F,27.08.21,,
47,D,31.2,F,27.08.21,,
48,D,30.8,F,27.08.21,,
49,D,26.5,F,27.08.21,,
50,D,36.8,F,27.08.21,,
51,D,24.1,F,27.08.21,,
52,D,29.2,F,27.08.21,,
53,D,NA,T,27.08.21,,
54,D,31.6,F,27.08.21,,
55,D,29.6,F,27.08.21,,
56,D,38,F,27.08.21,,
57,E,38.9,F,27.08.21,,
58,E,32.1,F,27.08.21,,
59,E,29.3,F,27.08.21,,
60,E,36,F,27.08.21,,
61,E,39.8,F,27.08.21,,
62,E,NA,T,27.08.21,,
63,E,30.6,F,27.08.21,,
64,E,NA,T,27.08.21,,
65,E,33.5,F,27.08.21,,
66,E,38.7,F,27.08.21,,
67,E,42.5,F,27.08.21,,
68,E,36.2,F,27.08.21,,
69,E,32.6,F,27.08.21,,
70,E,36.7,F,27.08.21,,
71,F,29.1,F,27.08.21,,
72,F,35.2,F,27.08.21,,
73,F,38.5,F,27.08.21,,
74,F,39.8,F,27.08.21,,
75,F,35.8,F,27.08.21,,
76,F,35.5,F,27.08.21,,
77,F,38.5,F,27.08.21,,
78,F,30.8,F,27.08.21,,
79,F,32.4,F,27.08.21,,
80,F,33.2,F,27.08.21,,
81,F,23.4,F,27.08.21,,
82,F,28.9,F,27.08.21,,
83,F,35.5,F,27.08.21,,
84,F,33,F,27.08.21,,
85,G,25.6,F,27.08.21,,
86,G,28.7,F,27.08.21,,
87,G,26.2,F,27.08.21,,
88,G,20.2,F,27.08.21,,
89,G,34.8,F,27.08.21,,
90,G,38.7,F,27.08.21,,
91,G,25.9,F,27.08.21,,
92,G,36.7,F,27.08.21,,
93,G,36.9,F,27.08.21,,
94,G,23.9,F,27.08.21,,
95,G,34.5,F,27.08.21,,
96,G,30,F,27.08.21,,
97,G,28.9,F,27.08.21,,
98,G,27.8,F,27.08.21,,
99,H,NA,T,27.08.21,,
100,H,29.8,F,27.08.21,,
101,H,31.7,F,27.08.21,,
102,H,40.1,F,27.08.21,,
103,H,28.7,F,27.08.21,,
104,H,31.5,F,27.08.21,,
105,H,26.4,F,27.08.21,,
106,H,28.4,F,27.08.21,,
107,H,29.9,F,27.08.21,,
108,H,28,F,27.08.21,,
109,H,31.4,F,27.08.21,,
110,H,32.3,F,27.08.21,,
111,H,36.3,F,27.08.21,,
112,H,37.8,F,27.08.21,,
113,I,31.2,F,27.08.21,,
114,I,31.5,F,27.08.21,,
115,I,28.1,F,27.08.21,,
116,I,27.8,F,27.08.21,,
117,I,22.7,F,27.08.21,,
118,I,33.8,F,27.08.21,,
119,I,29.5,F,27.08.21,,
120,I,32.8,F,27.08.21,,
121,I,38.2,F,27.08.21,,
122,I,33,F,27.08.21,,
123,I,34.1,F,27.08.21,,
124,I,33.6,F,27.08.21,,
125,I,27,F,27.08.21,,
126,I,32.8,F,27.08.21,,
127,J,27.4,F,27.08.21,,
128,J,29.5,F,27.08.21,,
129,J,36.9,F,27.08.21,,
130,J,26.7,F,27.08.21,,
131,J,36.1,F,27.08.21,,
132,J,30.2,F,27.08.21,,
133,J,32.9,F,27.08.21,,
134,J,24.9,F,27.08.21,,
135,J,30.1,F,27.08.21,,
136,J,36.6,F,27.08.21,,
137,J,27.4,F,27.08.21,,
138,J,25.6,F,27.08.21,,
139,J,33.1,F,27.08.21,,
140,J,24,F,27.08.21,,
141,K,24.7,F,27.08.21,,
142,K,29.9,F,27.08.21,,
143,K,31.4,F,27.08.21,,
144,K,24.4,F,27.08.21,,
145,K,24.9,F,27.08.21,,
146,K,28.9,F,27.08.21,,
147,K,21.3,F,27.08.21,,
148,K,23.8,F,27.08.21,,
149,K,32.2,F,27.08.21,,
150,K,25,F,27.08.21,,
151,K,30.3,F,27.08.21,,
152,K,20.4,F,27.08.21,,
153,K,28.7,F,27.08.21,,
154,K,22.1,F,27.08.21,,
155,L,31.9,F,27.08.21,,
156,L,NA,T,27.08.21,,
157,L,31.6,F,27.08.21,,
158,L,31.8,F,27.08.21,,
159,L,28.1,F,27.08.21,,
160,L,23.8,F,27.08.21,,
161,L,24,F,27.08.21,,
162,L,37,F,27.08.21,,
163,L,28.7,F,27.08.21,,
164,L,19.2,F,27.08.21,,
165,L,30.5,F,27.08.21,,
166,L,37,F,27.08.21,,
167,L,23.9,F,27.08.21,,
168,L,37.3,F,27.08.21,,
169,M,25.2,F,27.08.21,,
170,M,21.7,F,27.08.21,,
171,M,24.9,F,27.08.21,,
172,M,27.4,F,27.08.21,,
173,M,33.7,F,27.08.21,,
174,M,33.8,F,27.08.21,,
175,M,29.4,F,27.08.21,,
176,M,30,F,27.08.21,,
177,M,30.7,F,27.08.21,,
178,M,16,F,27.08.21,,
179,M,26.6,F,27.08.21,,
180,M,16.3,F,27.08.21,,
181,M,30.4,F,27.08.21,,
182,M,29,F,27.08.21,,
183,N,40.6,F,27.08.21,,
184,N,NA,T,27.08.21,,
185,N,32.8,F,27.08.21,,
186,N,24.6,F,27.08.21,,
187,N,28.7,F,27.08.21,,
188,N,29.5,F,27.08.21,,
189,N,30.2,F,27.08.21,,
190,N,32,F,27.08.21,,
191,N,NA,T,27.08.21,,
192,N,21.1,F,27.08.21,,
193,N,28.4,F,27.08.21,,
194,N,37.9,F,27.08.21,,
195,N,30.7,F,27.08.21,,
196,N,30.7,F,27.08.21,,
197,O,36.2,F,27.08.21,,
198,O,31.3,F,27.08.21,,
199,O,28.7,F,27.08.21,,
200,O,31.1,F,27.08.21,,
201,O,NA,T,27.08.21,,
202,O,NA,T,27.08.21,,
203,O,25.8,F,27.08.21,,
204,O,26.9,F,27.08.21,,
205,O,NA,T,27.08.21,,
206,O,30.7,F,27.08.21,,
207,O,27.3,F,27.08.21,,
208,O,27.5,F,27.08.21,,
209,O,23.1,F,27.08.21,,
210,O,NA,T,27.08.21,,
211,P,18.8,F,27.08.21,,
212,P,19.1,F,27.08.21,,
213,P,16.7,F,27.08.21,,
214,P,24.2,F,27.08.21,,
215,P,21.2,F,27.08.21,,
216,P,25.8,F,27.08.21,,
217,P,31.7,F,27.08.21,,
218,P,22.8,F,27.08.21,,
219,P,25.1,F,27.08.21,,
220,P,26.3,F,27.08.21,,
221,P,NA,T,27.08.21,,
222,P,NA,T,27.08.21,,
223,P,26.5,F,27.08.21,,
224,P,23.4,F,27.08.21,,
1,A,32.3,F,19.09.21,,
2,A,27.7,F,19.09.21,,
3,A,33.2,F,19.09.21,,
4,A,32.9,F,19.09.21,,
5,A,30.2,F,19.09.21,,
6,A,24.8,F,19.09.21,,
7,A,28.6,F,19.09.21,,
8,A,27,F,19.09.21,,
9,A,33.9,F,19.09.21,,
10,A,26.6,F,19.09.21,,
11,A,34.4,F,19.09.21,,
12,A,33,F,19.09.21,,
13,A,30.9,F,19.09.21,,
14,A,33.8,F,19.09.21,,
15,B,NA,T,19.09.21,,
16,B,NA,T,19.09.21,,
17,B,30.8,F,19.09.21,,
18,B,28,F,19.09.21,,
19,B,29.9,F,19.09.21,,
20,B,27.6,F,19.09.21,,
21,B,32.3,F,19.09.21,,
22,B,NA,T,19.09.21,,
23,B,35.2,F,19.09.21,,
24,B,28.9,F,19.09.21,,
25,B,25.4,F,19.09.21,,
26,B,27,F,19.09.21,,
27,B,NA,T,19.09.21,,
28,B,29.2,F,19.09.21,,
29,C,27.6,F,19.09.21,,
30,C,22.2,F,19.09.21,,
31,C,29.8,F,19.09.21,,
32,C,30.7,F,19.09.21,,
33,C,19.1,F,19.09.21,,
34,C,30.4,F,19.09.21,,
35,C,29.2,F,19.09.21,,
36,C,NA,T,19.09.21,,
37,C,29.7,F,19.09.21,,
38,C,NA,T,19.09.21,,
39,C,NA,T,19.09.21,,
40,C,38.5,F,19.09.21,,
41,C,NA,T,19.09.21,,
42,C,NA,T,19.09.21,,
43,D,26.5,F,19.09.21,,
44,D,NA,T,19.09.21,,
45,D,38.1,F,19.09.21,,
46,D,30.7,F,19.09.21,,
47,D,30,F,19.09.21,,
48,D,29.4,F,19.09.21,,
49,D,19.9,F,19.09.21,,
50,D,39.3,F,19.09.21,,
51,D,20,F,19.09.21,,
52,D,27.2,F,19.09.21,,
53,D,NA,T,19.09.21,,
54,D,33.8,F,19.09.21,,
55,D,29,F,19.09.21,,
56,D,35.3,F,19.09.21,,
57,E,35.8,F,19.09.21,,
58,E,31.1,F,19.09.21,,
59,E,29.1,F,19.09.21,,
60,E,33.4,F,19.09.21,,
61,E,37.6,F,19.09.21,,
62,E,NA,T,19.09.21,,
63,E,28.1,F,19.09.21,,
64,E,NA,T,19.09.21,,
65,E,32.4,F,19.09.21,,
66,E,37.5,F,19.09.21,,
67,E,33.3,F,19.09.21,,
68,E,35.1,F,19.09.21,,
69,E,33.6,F,19.09.21,,
70,E,36.6,F,19.09.21,,
71,F,26.7,F,19.09.21,,
72,F,31.5,F,19.09.21,,
73,F,33.3,F,19.09.21,,
74,F,38.5,F,19.09.21,,
75,F,35.5,F,19.09.21,,
76,F,35.4,F,19.09.21,,
77,F,38.2,F,19.09.21,,
78,F,24.7,F,19.09.21,,
79,F,33.4,F,19.09.21,,
80,F,29.8,F,19.09.21,,
81,F,23,F,19.09.21,,
82,F,29.2,F,19.09.21,,
83,F,34.9,F,19.09.21,,
84,F,29.7,F,19.09.21,,
85,G,23.9,F,19.09.21,,
86,G,29,F,19.09.21,,
87,G,23.3,F,19.09.21,,
88,G,21,F,19.09.21,,
89,G,31.6,F,19.09.21,,
90,G,38.7,F,19.09.21,,
91,G,27.2,F,19.09.21,,
92,G,35.6,F,19.09.21,,
93,G,37.2,F,19.09.21,,
94,G,27.1,F,19.09.21,,
95,G,32.9,F,19.09.21,,
96,G,28.6,F,19.09.21,,
97,G,27.7,F,19.09.21,,
98,G,35.4,F,19.09.21,,
99,H,NA,T,19.09.21,,
100,H,24.2,F,19.09.21,,
101,H,36.5,F,19.09.21,,
102,H,39.3,F,19.09.21,,
103,H,25.7,F,19.09.21,,
